ID,ID COLLEZIONISTA,Nazione,Città,Collezionista,Luogo,# inv.,da,a,Modalità di Acquisizione,Nazione 2,Città 2,Venditore,Nome,Note,Archivio,Segnatura,Documento
FR 003,253.0,Francia,Parigi,Elisa-Caliste de Pourtalès-Gorgier; Henri de Pourtalès-Gorgier; Charles de Pourtalès-Gorgier; Jacques-Robert de Pourtalès-Gorgier; Edmond de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,589,1855,1865,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Ancora esposto (assieme all'intera collezione) al hôtel de Pourtalès per dieci anni dopo la morte di James-Alexandre de Pourtalès-Gorgier – dal 1855 al 1865 –, in conformità del suo testamento.",Missing Value,Missing Value,Missing Value
FR 003,254.0,Francia,Parigi,Napoleone III,Missing Value,Missing Value,1865,1866,Asta,Francia,Parigi,Casa d'Aste,Missing Value,"Venduto all'asta al hôtel de Pourtalès (7 rue Tronchet - Parigi) il 6 febbraio 1865, insieme a FR 004, FR 005, FR 006, FR 007, FR 008 per 10000 franchi",Missing Value,Missing Value,Missing Value
FR 003,255.0,Francia, Saint-Germain-en-Laye,Missing Value,Musée des Antiquités nationales,MAN 4481,1866,1892,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Prima della ridenominazione in Musée des Antiquités nationales risalente al 1879, tale istituto museale di  Saint-Germain-en-Laye (oggi Musée d’Archéologie nationale - Domaine national de Saint-Germain-en-Laye) fu costituito nel 1862 con il nome di Musée des Antiquités gallo-romaines, poi modificato in Musée des Antiquités celtiques et gallo-romaines ",Missing Value,Missing Value,Missing Value
FR 004,256.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1767,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASN,"Ministero degli Affari Esteri, b. 4293, fasc. s.n.",Missing Value
FR 004,257.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 004,258.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1473,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato 36 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 34, n. 151 [da Ercolano, sic]"
FR 004,258.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 250, n. 1473 [da Ercolano, sic]"
FR 004,259.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1816,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Valutato 72 franchi ,Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 166 [da Ercolano, sic]"
FR 004,260.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1816,ante 1835,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 004,261.0,Francia,Parigi,James-Alexandre de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,591,ante 1835,1855,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Prima di traslocare nel hôtel de Pourtalès (7 rue Tronchet - Parigi) fatto costruire nel 1837-1839, James-Alexandre de Pourtalès-Gorgier risiedeva nel hôtel de La Fare (14 place Vendôme - Parigi)",Parigi BnF - dEp,4-AA-217,"[Léon-Jean-Joseph Dubois], Antiquités et Curiosités, [1840], Bronzes Grecs, Romains, Gaulois n. 25 [da Ercolano, sic] "
FR 004,262.0,Francia,Parigi,Elisa-Caliste de Pourtalès-Gorgier; Henri de Pourtalès-Gorgier; Charles de Pourtalès-Gorgier; Jacques-Robert de Pourtalès-Gorgier; Edmond de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,591,1855,1865,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Ancora esposto (assieme all'intera collezione) al hôtel de Pourtalès per dieci anni dopo la morte di James-Alexandre de Pourtalès-Gorgier – dal 1855 al 1865 –, in conformità del suo testamento.",Missing Value,Missing Value,Missing Value
FR 004,263.0,Francia,Parigi,Napoleone III,Missing Value,Missing Value,1865,1866,Asta,Francia,Parigi,Casa d'Aste,Missing Value,"Venduto all'asta al hôtel de Pourtalès (7 rue Tronchet - Parigi) il 6 febbraio 1865, insieme a FR 003, FR 005, FR 006, FR 007, FR 008 per 10000 franchi",Missing Value,Missing Value,Missing Value
FR 004,264.0,Francia, Saint-Germain-en-Laye,Missing Value,Musée des Antiquités nationales,MAN 4478,1866,1892,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Prima della ridenominazione in Musée des Antiquités nationales risalente al 1879, tale istituto museale di  Saint-Germain-en-Laye (oggi Musée d’Archéologie nationale - Domaine national de Saint-Germain-en-Laye) fu costituito nel 1862 con il nome di Musée des Antiquités gallo-romaines, poi modificato in Musée des Antiquités celtiques et gallo-romaines ",Missing Value,Missing Value,Missing Value
FR 005,265.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1766,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASN,"Ministero degli Affari Esteri, b. 4293, fasc. s.n.",Missing Value
FR 005,266.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 005,267.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1476,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – in coppia con FR 006 – 100 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 34, n. 152 [da Ercolano, sic]"
FR 005,267.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 250, n. 1476 [da Ercolano, sic]"
FR 005,268.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1816,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Valutato – in coppia con FR 006 – 200 franchi ,Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 169 [da Ercolano, sic]"
FR 005,269.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1816,ante 1835,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 005,270.0,Francia,Parigi,James-Alexandre de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,592,ante 1835,1855,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Prima di traslocare nel hôtel de Pourtalès (7 rue Tronchet - Parigi) fatto costruire nel 1837-1839, James-Alexandre de Pourtalès-Gorgier risiedeva nel hôtel de La Fare (14 place Vendôme - Parigi)",Parigi BnF - dEp,4-AA-217,"[Léon-Jean-Joseph Dubois], Antiquités et Curiosités, [1840], Bronzes Grecs, Romains, Gaulois n. 26 [da Ercolano, sic] "
FR 005,271.0,Francia,Parigi,Elisa-Caliste de Pourtalès-Gorgier; Henri de Pourtalès-Gorgier; Charles de Pourtalès-Gorgier; Jacques-Robert de Pourtalès-Gorgier; Edmond de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,592,1855,1865,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Ancora esposto (assieme all'intera collezione) al hôtel de Pourtalès per dieci anni dopo la morte di James-Alexandre de Pourtalès-Gorgier – dal 1855 al 1865 –, in conformità del suo testamento",Missing Value,Missing Value,Missing Value
FR 005,272.0,Francia,Parigi,Napoleone III,Missing Value,Missing Value,1865,1866,Asta,Francia,Parigi,Casa d'Aste,Missing Value,"Venduto all'asta al hôtel de Pourtalès (7 rue Tronchet - Parigi) il 6 febbraio 1865, insieme a FR 003, FR 004, FR 006, FR 007, FR 008 per 10000 franchi",Missing Value,Missing Value,Missing Value
FR 005,273.0,Francia, Saint-Germain-en-Laye,Missing Value,Musée des Antiquités nationales,MAN 4476,1866,1892,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Prima della ridenominazione in Musée des Antiquités nationales risalente al 1879, tale istituto museale di  Saint-Germain-en-Laye (oggi Musée d’Archéologie nationale - Domaine national de Saint-Germain-en-Laye) fu costituito nel 1862 con il nome di Musée des Antiquités gallo-romaines, poi modificato in Musée des Antiquités celtiques et gallo-romaines ",Missing Value,Missing Value,Missing Value
FR 006,274.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1767,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASN,"Ministero degli Affari Esteri, b. 4293, fasc. s.n.",Missing Value
FR 006,275.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 006,276.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1476,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – in coppia con FR 005 – 100 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 34, n. 152 [da Ercolano, sic]"
FR 006,276.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 250, n. 1476 [da Ercolano, sic]"
FR 006,277.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1816,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Valutato – in coppia con FR 005 – 200 franchi ,Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 169 [da Ercolano, sic]"
FR 006,278.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1816,ante 1835,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 006,279.0,Francia,Parigi,James-Alexandre de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,592,ante 1835,1855,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Prima di traslocare nel hôtel de Pourtalès (7 rue Tronchet - Parigi) fatto costruire nel 1837-1839, James-Alexandre de Pourtalès-Gorgier risiedeva nel hôtel de La Fare (14 place Vendôme - Parigi)",Parigi BnF - dEp,4-AA-217,"[Léon-Jean-Joseph Dubois], Antiquités et Curiosités, [1840], Bronzes Grecs, Romains, Gaulois n. 26 [da Ercolano, sic] "
FR 006,280.0,Francia,Parigi,Elisa-Caliste de Pourtalès-Gorgier; Henri de Pourtalès-Gorgier; Charles de Pourtalès-Gorgier; Jacques-Robert de Pourtalès-Gorgier; Edmond de Pourtalès-Gorgier,hôtel de Pourtalès - 7 rue Tronchet,592,1855,1865,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Ancora esposto (assieme all'intera collezione) al hôtel de Pourtalès per dieci anni dopo la morte di James-Alexandre de Pourtalès-Gorgier – dal 1855 al 1865 –, in conformità del suo testamento",Missing Value,Missing Value,Missing Value
FR 006,281.0,Francia,Parigi,Napoleone III,Missing Value,Missing Value,1865,1866,Asta,Francia,Parigi,Casa d'Aste,Missing Value,"Venduto all'asta al hôtel de Pourtalès (7 rue Tronchet - Parigi) il 6 febbraio 1865, insieme a FR 003, FR 004, FR 005, FR 007, FR 008 per 10000 franchi",Missing Value,Missing Value,Missing Value
FR 006,282.0,Francia, Saint-Germain-en-Laye,Missing Value,Musée des Antiquités nationales,MAN 4477,1866,1892,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Prima della ridenominazione in Musée des Antiquités nationales risalente al 1879, tale istituto museale di  Saint-Germain-en-Laye (oggi Musée d’Archéologie nationale - Domaine national de Saint-Germain-en-Laye) fu costituito nel 1862 con il nome di Musée des Antiquités gallo-romaines, poi modificato in Musée des Antiquités celtiques et gallo-romaines ",Missing Value,Missing Value,Missing Value
FR 007,283.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1767,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASN,"Ministero degli Affari Esteri, b. 4293, fasc. s.n.",Missing Value
FR 007,284.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 007,285.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1474,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – in coppia con FR 008 – 100 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 34, n. 153 [da Ercolano, sic]"
FR 007,285.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 250, n. 1474 [da Ercolano, sic]"
FR 007,286.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1816,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Valutato – in coppia con FR 008 – 200 franchi ,Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 167 [da Ercolano, sic]"
